campaign,case_id,outer_mm,inner_mm,rear_mm,resistance,speed,angle,refpen,fuse_mode,fuse_delay,samples,blast,seed,outcome,final_speed,duration,events,fragments,frag_escapes,boiler,engine,pump,det_ok
C4_resistance_angle,R1_A20_O229,229,25,40,1,600,20,400,1,0.012,192,1,1913,detonated,341.66,0.0253,4,192,62,1.000,0.039,0.189,1
C4_resistance_angle,R1_A20_O400,400,25,40,1,600,20,400,1,0.012,192,1,1913,stopped+det,0.00,0.0253,3,192,0,0.003,0.000,0.002,1
C4_resistance_angle,R1_A30_O100,100,25,40,1,600,30,400,1,0.012,192,1,1913,detonated,479.68,0.0253,4,192,90,1.000,0.041,0.224,1
C4_resistance_angle,R1_A30_O229,229,25,40,1,600,30,400,1,0.012,192,1,1913,detonated,309.90,0.0253,4,192,65,1.000,0.032,0.174,1
C4_resistance_angle,R1_A30_O400,400,25,40,1,600,30,400,1,0.012,192,1,1913,stopped+det,0.00,0.0253,3,192,0,0.003,0.000,0.002,1
C4_resistance_angle,R1.5_A0_O100,100,25,40,1.5,600,0,400,1,0.012,192,1,1913,detonated,437.32,0.0253,5,192,0,1.000,0.047,0.154,1
C4_resistance_angle,R1.5_A0_O229,229,25,40,1.5,600,0,400,1,0.012,192,1,1913,detonated,225.50,0.0253,3,192,52,0.099,0.007,0.045,1
C4_resistance_angle,R1.5_A0_O400,400,25,40,1.5,600,0,400,1,0.012,192,1,1913,stopped+det,0.00,0.0253,3,192,0,0.001,0.000,0.001,1
C4_resistance_angle,R1.5_A20_O100,100,25,40,1.5,600,20,400,1,0.012,192,1,1913,detonated,424.76,0.0253,4,192,54,1.000,0.036,0.123,1
C4_resistance_angle,R1.5_A20_O229,229,25,40,1.5,600,20,400,1,0.012,192,1,1913,detonated,176.10,0.0253,3,192,55,0.076,0.006,0.038,1
C4_resistance_angle,R1.5_A20_O400,400,25,40,1.5,600,20,400,1,0.012,192,1,1913,stopped+det,0.00,0.0253,3,192,0,0.001,0.000,0.001,1
C4_resistance_angle,R1.5_A30_O100,100,25,40,1.5,600,30,400,1,0.012,192,1,1913,detonated,406.38,0.0253,4,192,72,1.000,0.028,0.293,1
C4_resistance_angle,R1.5_A30_O229,229,25,40,1.5,600,30,400,1,0.012,192,1,1913,detonated,54.99,0.0253,3,192,57,0.049,0.004,0.030,1
C4_resistance_angle,R1.5_A30_O400,400,25,40,1.5,600,30,400,1,0.012,192,1,1913,stopped+det,0.00,0.0253,3,192,0,0.001,0.000,0.001,1
C5_fragments,N16_B0.5_S1,0,25,40,1,600,0,400,0,0.012,16,0.5,1,detonated,600.00,0.0133,3,16,10,0.125,0.003,0.018,1
C5_fragments,N16_B0.5_S1913,0,25,40,1,600,0,400,0,0.012,16,0.5,1913,detonated,600.00,0.0133,3,16,13,0.026,0.003,0.018,1
C5_fragments,N16_B0.5_S42,0,25,40,1,600,0,400,0,0.012,16,0.5,42,detonated,600.00,0.0133,3,16,15,0.135,0.003,0.018,1
C5_fragments,N16_B0.5_S7,0,25,40,1,600,0,400,0,0.012,16,0.5,7,detonated,600.00,0.0133,3,16,13,0.254,0.003,0.018,1
C5_fragments,N16_B1_S1,0,25,40,1,600,0,400,0,0.012,16,1,1,detonated,600.00,0.0133,3,16,10,0.151,0.007,0.035,1
C5_fragments,N16_B1_S1913,0,25,40,1,600,0,400,0,0.012,16,1,1913,detonated,600.00,0.0133,3,16,13,0.053,0.007,0.035,1
C5_fragments,N16_B1_S42,0,25,40,1,600,0,400,0,0.012,16,1,42,detonated,600.00,0.0133,3,16,15,0.162,0.007,0.035,1
C5_fragments,N16_B1_S7,0,25,40,1,600,0,400,0,0.012,16,1,7,detonated,600.00,0.0133,3,16,13,0.280,0.007,0.035,1
C5_fragments,N16_B2_S1,0,25,40,1,600,0,400,0,0.012,16,2,1,detonated,600.00,0.0133,3,16,10,0.204,0.013,0.071,1
C5_fragments,N16_B2_S1913,0,25,40,1,600,0,400,0,0.012,16,2,1913,detonated,600.00,0.0133,3,16,13,0.106,0.013,0.071,1
C5_fragments,N16_B2_S42,0,25,40,1,600,0,400,0,0.012,16,2,42,detonated,600.00,0.0133,3,16,15,0.215,0.013,0.071,1
C5_fragments,N16_B2_S7,0,25,40,1,600,0,400,0,0.012,16,2,7,detonated,600.00,0.0133,3,16,13,0.333,0.013,0.071,1
C5_fragments,N32_B0.5_S1,0,25,40,1,600,0,400,0,0.012,32,0.5,1,detonated,600.00,0.0133,3,32,22,0.141,0.003,0.018,1
C5_fragments,N32_B0.5_S1913,0,25,40,1,600,0,400,0,0.012,32,0.5,1913,detonated,600.00,0.0133,3,32,21,0.026,0.003,0.018,1
C5_fragments,N32_B0.5_S42,0,25,40,1,600,0,400,0,0.012,32,0.5,42,detonated,600.00,0.0133,3,32,27,0.026,0.003,0.018,1
C5_fragments,N32_B0.5_S7,0,25,40,1,600,0,400,0,0.012,32,0.5,7,detonated,600.00,0.0133,3,32,23,0.079,0.003,0.018,1
C5_fragments,N32_B1_S1,0,25,40,1,600,0,400,0,0.012,32,1,1,detonated,600.00,0.0133,3,32,22,0.167,0.007,0.035,1
C5_fragments,N32_B1_S1913,0,25,40,1,600,0,400,0,0.012,32,1,1913,detonated,600.00,0.0133,3,32,21,0.053,0.007,0.035,1
C5_fragments,N32_B1_S42,0,25,40,1,600,0,400,0,0.012,32,1,42,detonated,600.00,0.0133,3,32,27,0.053,0.007,0.035,1
C5_fragments,N32_B1_S7,0,25,40,1,600,0,400,0,0.012,32,1,7,detonated,600.00,0.0133,3,32,23,0.105,0.007,0.035,1
C5_fragments,N32_B2_S1,0,25,40,1,600,0,400,0,0.012,32,2,1,detonated,600.00,0.0133,3,32,22,0.220,0.013,0.071,1
C5_fragments,N32_B2_S1913,0,25,40,1,600,0,400,0,0.012,32,2,1913,detonated,600.00,0.0133,3,32,21,0.106,0.013,0.071,1
C5_fragments,N32_B2_S42,0,25,40,1,600,0,400,0,0.012,32,2,42,detonated,600.00,0.0133,3,32,27,0.106,0.013,0.071,1
C5_fragments,N32_B2_S7,0,25,40,1,600,0,400,0,0.012,32,2,7,detonated,600.00,0.0133,3,32,23,0.158,0.013,0.071,1
C5_fragments,N64_B0.5_S1,0,25,40,1,600,0,400,0,0.012,64,0.5,1,detonated,600.00,0.0133,3,64,40,0.026,0.003,0.018,1
C5_fragments,N64_B0.5_S1913,0,25,40,1,600,0,400,0,0.012,64,0.5,1913,detonated,600.00,0.0133,3,64,48,0.105,0.003,0.018,1
C5_fragments,N64_B0.5_S42,0,25,40,1,600,0,400,0,0.012,64,0.5,42,detonated,600.00,0.0133,3,64,52,0.077,0.003,0.018,1
C5_fragments,N64_B0.5_S7,0,25,40,1,600,0,400,0,0.012,64,0.5,7,detonated,600.00,0.0133,3,64,45,0.079,0.003,0.018,1
C5_fragments,N64_B1_S1,0,25,40,1,600,0,400,0,0.012,64,1,1,detonated,600.00,0.0133,3,64,40,0.053,0.007,0.035,1
C5_fragments,N64_B1_S1913,0,25,40,1,600,0,400,0,0.012,64,1,1913,detonated,600.00,0.0133,3,64,48,0.132,0.007,0.035,1
C5_fragments,N64_B1_S42,0,25,40,1,600,0,400,0,0.012,64,1,42,detonated,600.00,0.0133,3,64,52,0.103,0.007,0.035,1
C5_fragments,N64_B1_S7,0,25,40,1,600,0,400,0,0.012,64,1,7,detonated,600.00,0.0133,3,64,45,0.106,0.007,0.035,1
C5_fragments,N64_B2_S1,0,25,40,1,600,0,400,0,0.012,64,2,1,detonated,600.00,0.0133,3,64,40,0.106,0.013,0.071,1
C5_fragments,N64_B2_S1913,0,25,40,1,600,0,400,0,0.012,64,2,1913,detonated,600.00,0.0133,3,64,48,0.185,0.013,0.071,1
C5_fragments,N64_B2_S42,0,25,40,1,600,0,400,0,0.012,64,2,42,detonated,600.00,0.0133,3,64,52,0.156,0.013,0.071,1
C5_fragments,N64_B2_S7,0,25,40,1,600,0,400,0,0.012,64,2,7,detonated,600.00,0.0133,3,64,45,0.158,0.013,0.071,1
C5_fragments,N128_B0.5_S1,0,25,40,1,600,0,400,0,0.012,128,0.5,1,detonated,600.00,0.0133,3,128,89,0.096,0.003,0.018,1
C5_fragments,N128_B0.5_S1913,0,25,40,1,600,0,400,0,0.012,128,0.5,1913,detonated,600.00,0.0133,3,128,100,0.068,0.003,0.018,1
C5_fragments,N128_B0.5_S42,0,25,40,1,600,0,400,0,0.012,128,0.5,42,detonated,600.00,0.0133,3,128,97,0.057,0.003,0.018,1
C5_fragments,N128_B0.5_S7,0,25,40,1,600,0,400,0,0.012,128,0.5,7,detonated,600.00,0.0133,3,128,91,0.080,0.003,0.018,1
C5_fragments,N128_B1_S1,0,25,40,1,600,0,400,0,0.012,128,1,1,detonated,600.00,0.0133,3,128,89,0.122,0.007,0.035,1
C5_fragments,N128_B1_S1913,0,25,40,1,600,0,400,0,0.012,128,1,1913,detonated,600.00,0.0133,3,128,100,0.095,0.007,0.035,1
C5_fragments,N128_B1_S42,0,25,40,1,600,0,400,0,0.012,128,1,42,detonated,600.00,0.0133,3,128,97,0.083,0.007,0.035,1
C5_fragments,N128_B1_S7,0,25,40,1,600,0,400,0,0.012,128,1,7,detonated,600.00,0.0133,3,128,91,0.106,0.007,0.035,1
C5_fragments,N128_B2_S1,0,25,40,1,600,0,400,0,0.012,128,2,1,detonated,600.00,0.0133,3,128,89,0.175,0.013,0.071,1
C5_fragments,N128_B2_S1913,0,25,40,1,600,0,400,0,0.012,128,2,1913,detonated,600.00,0.0133,3,128,100,0.148,0.013,0.071,1
C5_fragments,N128_B2_S42,0,25,40,1,600,0,400,0,0.012,128,2,42,detonated,600.00,0.0133,3,128,97,0.136,0.013,0.071,1
C5_fragments,N128_B2_S7,0,25,40,1,600,0,400,0,0.012,128,2,7,detonated,600.00,0.0133,3,128,91,0.159,0.013,0.071,1
C5_fragments,N192_B0.5_S1,0,25,40,1,600,0,400,0,0.012,192,0.5,1,detonated,600.00,0.0133,3,192,133,0.086,0.003,0.018,1
C5_fragments,N192_B0.5_S1913,0,25,40,1,600,0,400,0,0.012,192,0.5,1913,detonated,600.00,0.0133,3,192,154,0.041,0.003,0.018,1
C5_fragments,N192_B0.5_S42,0,25,40,1,600,0,400,0,0.012,192,0.5,42,detonated,600.00,0.0133,3,192,140,0.099,0.003,0.018,1
C5_fragments,N192_B0.5_S7,0,25,40,1,600,0,400,0,0.012,192,0.5,7,detonated,600.00,0.0133,3,192,135,0.080,0.003,0.018,1
C5_fragments,N192_B1_S1,0,25,40,1,600,0,400,0,0.012,192,1,1,detonated,600.00,0.0133,3,192,133,0.113,0.007,0.035,1
C5_fragments,N192_B1_S1913,0,25,40,1,600,0,400,0,0.012,192,1,1913,detonated,600.00,0.0133,3,192,154,0.068,0.007,0.035,1
C5_fragments,N192_B1_S42,0,25,40,1,600,0,400,0,0.012,192,1,42,detonated,600.00,0.0133,3,192,140,0.126,0.007,0.036,1
C5_fragments,N192_B1_S7,0,25,40,1,600,0,400,0,0.012,192,1,7,detonated,600.00,0.0133,3,192,135,0.106,0.007,0.036,1
C5_fragments,N192_B2_S1,0,25,40,1,600,0,400,0,0.012,192,2,1,detonated,600.00,0.0133,3,192,133,0.165,0.013,0.071,1
C5_fragments,N192_B2_S1913,0,25,40,1,600,0,400,0,0.012,192,2,1913,detonated,600.00,0.0133,3,192,154,0.121,0.013,0.071,1
C5_fragments,N192_B2_S42,0,25,40,1,600,0,400,0,0.012,192,2,42,detonated,600.00,0.0133,3,192,140,0.179,0.013,0.071,1
C5_fragments,N192_B2_S7,0,25,40,1,600,0,400,0,0.012,192,2,7,detonated,600.00,0.0133,3,192,135,0.159,0.013,0.071,1
C5_fragments,N512_B0.5_S1,0,25,40,1,600,0,400,0,0.012,512,0.5,1,detonated,600.00,0.0133,3,512,376,0.087,0.003,0.018,1
C5_fragments,N512_B0.5_S1913,0,25,40,1,600,0,400,0,0.012,512,0.5,1913,detonated,600.00,0.0133,3,512,403,0.050,0.003,0.018,1
C5_fragments,N512_B0.5_S42,0,25,40,1,600,0,400,0,0.012,512,0.5,42,detonated,600.00,0.0133,3,512,381,0.097,0.003,0.018,1
C5_fragments,N512_B0.5_S7,0,25,40,1,600,0,400,0,0.012,512,0.5,7,detonated,600.00,0.0133,3,512,378,0.066,0.003,0.018,1
C5_fragments,N512_B1_S1,0,25,40,1,600,0,400,0,0.012,512,1,1,detonated,600.00,0.0133,3,512,376,0.114,0.007,0.035,1
C5_fragments,N512_B1_S1913,0,25,40,1,600,0,400,0,0.012,512,1,1913,detonated,600.00,0.0133,3,512,403,0.077,0.007,0.035,1
C5_fragments,N512_B1_S42,0,25,40,1,600,0,400,0,0.012,512,1,42,detonated,600.00,0.0133,3,512,381,0.123,0.007,0.035,1
C5_fragments,N512_B1_S7,0,25,40,1,600,0,400,0,0.012,512,1,7,detonated,600.00,0.0133,3,512,378,0.093,0.007,0.035,1
C5_fragments,N512_B2_S1,0,25,40,1,600,0,400,0,0.012,512,2,1,detonated,600.00,0.0133,3,512,376,0.167,0.013,0.071,1
C5_fragments,N512_B2_S1913,0,25,40,1,600,0,400,0,0.012,512,2,1913,detonated,600.00,0.0133,3,512,403,0.129,0.013,0.071,1
C5_fragments,N512_B2_S42,0,25,40,1,600,0,400,0,0.012,512,2,42,detonated,600.00,0.0133,3,512,381,0.176,0.013,0.071,1
C5_fragments,N512_B2_S7,0,25,40,1,600,0,400,0,0.012,512,2,7,detonated,600.00,0.0133,3,512,378,0.146,0.013,0.071,1
C6_seed_stability,seed0,180,25,40,1,600,0,400,1,0.012,192,1,0,detonated,418.93,0.0253,5,192,0,1.000,0.058,0.156,1
C6_seed_stability,seed1,180,25,40,1,600,0,400,1,0.012,192,1,1,detonated,418.93,0.0253,5,192,0,1.000,0.058,0.156,1
C6_seed_stability,seed2,180,25,40,1,600,0,400,1,0.012,192,1,2,detonated,418.93,0.0253,5,192,0,1.000,0.058,0.156,1
C6_seed_stability,seed3,180,25,40,1,600,0,400,1,0.012,192,1,3,detonated,418.93,0.0253,5,192,0,1.000,0.058,0.156,1
C6_seed_stability,seed4,180,25,40,1,600,0,400,1,0.012,192,1,4,detonated,418.93,0.0253,5,192,0,1.000,0.058,0.156,1
C6_seed_stability,seed5,180,25,40,1,600,0,400,1,0.012,192,1,5,detonated,418.93,0.0253,5,192,0,1.000,0.058,0.156,1
C6_seed_stability,seed6,180,25,40,1,600,0,400,1,0.012,192,1,6,detonated,418.93,0.0253,5,192,0,1.000,0.058,0.156,1
C6_seed_stability,seed7,180,25,40,1,600,0,400,1,0.012,192,1,7,detonated,418.93,0.0253,5,192,0,1.000,0.058,0.156,1
C6_seed_stability,seed8,180,25,40,1,600,0,400,1,0.012,192,1,8,detonated,418.93,0.0253,5,192,0,1.000,0.058,0.156,1
C6_seed_stability,seed9,180,25,40,1,600,0,400,1,0.012,192,1,9,detonated,418.93,0.0253,5,192,0,1.000,0.058,0.156,1
C6_seed_stability,seed10,180,25,40,1,600,0,400,1,0.012,192,1,10,detonated,418.93,0.0253,5,192,0,1.000,0.058,0.156,1
C6_seed_stability,seed11,180,25,40,1,600,0,400,1,0.012,192,1,11,detonated,418.93,0.0253,5,192,0,1.000,0.058,0.156,1
C6_seed_stability,seed12,180,25,40,1,600,0,400,1,0.012,192,1,12,detonated,418.93,0.0253,5,192,0,1.000,0.058,0.156,1
C6_seed_stability,seed13,180,25,40,1,600,0,400,1,0.012,192,1,13,detonated,418.93,0.0253,5,192,0,1.000,0.058,0.156,1
C6_seed_stability,seed14,180,25,40,1,600,0,400,1,0.012,192,1,14,detonated,418.93,0.0253,5,192,0,1.000,0.058,0.156,1
C6_seed_stability,seed15,180,25,40,1,600,0,400,1,0.012,192,1,15,detonated,418.93,0.0253,5,192,0,1.000,0.058,0.156,1
C6_seed_stability,seed16,180,25,40,1,600,0,400,1,0.012,192,1,16,detonated,418.93,0.0253,5,192,0,1.000,0.058,0.156,1
C6_seed_stability,seed17,180,25,40,1,600,0,400,1,0.012,192,1,17,detonated,418.93,0.0253,5,192,0,1.000,0.058,0.156,1
C6_seed_stability,seed18,180,25,40,1,600,0,400,1,0.012,192,1,18,detonated,418.93,0.0253,5,192,0,1.000,0.058,0.156,1
C6_seed_stability,seed19,180,25,40,1,600,0,400,1,0.012,192,1,19,detonated,418.93,0.0253,5,192,0,1.000,0.058,0.156,1
C6_seed_stability,seed20,180,25,40,1,600,0,400,1,0.012,192,1,20,detonated,418.93,0.0253,5,192,0,1.000,0.058,0.156,1
C6_seed_stability,seed21,180,25,40,1,600,0,400,1,0.012,192,1,21,detonated,418.93,0.0253,5,192,0,1.000,0.058,0.156,1
C6_seed_stability,seed22,180,25,40,1,600,0,400,1,0.012,192,1,22,detonated,418.93,0.0253,5,192,0,1.000,0.058,0.156,1
C6_seed_stability,seed23,180,25,40,1,600,0,400,1,0.012,192,1,23,detonated,418.93,0.0253,5,192,0,1.000,0.058,0.156,1
