campaign,case_id,outer_mm,inner_mm,rear_mm,resistance,speed,angle,refpen,fuse_mode,fuse_delay,samples,blast,seed,outcome,final_speed,duration,events,fragments,frag_escapes,boiler,engine,pump,det_ok
C4_resistance_angle,R1_A20_O229,229,25,40,1,600,20,400,1,0.012,192,1,1913,detonated,341.66,0.0253,4,192,54,1.000,0.086,0.323,1
C4_resistance_angle,R1_A20_O400,400,25,40,1,600,20,400,1,0.012,192,1,1913,stopped+det,0.00,0.0253,3,192,0,0.006,0.001,0.004,1
C4_resistance_angle,R1_A30_O100,100,25,40,1,600,30,400,1,0.012,192,1,1913,detonated,479.68,0.0253,4,192,83,1.000,0.092,0.304,1
C4_resistance_angle,R1_A30_O229,229,25,40,1,600,30,400,1,0.012,192,1,1913,detonated,309.90,0.0253,4,192,62,1.000,0.070,0.247,1
C4_resistance_angle,R1_A30_O400,400,25,40,1,600,30,400,1,0.012,192,1,1913,stopped+det,0.00,0.0253,3,192,0,0.006,0.001,0.004,1
C4_resistance_angle,R1.5_A0_O100,100,25,40,1.5,600,0,400,1,0.012,192,1,1913,detonated,437.32,0.0253,5,192,0,1.000,0.105,0.343,1
C4_resistance_angle,R1.5_A0_O229,229,25,40,1.5,600,0,400,1,0.012,192,1,1913,detonated,225.50,0.0253,3,192,40,0.219,0.016,0.100,1
C4_resistance_angle,R1.5_A0_O400,400,25,40,1.5,600,0,400,1,0.012,192,1,1913,stopped+det,0.00,0.0253,3,192,0,0.003,0.000,0.002,1
C4_resistance_angle,R1.5_A20_O100,100,25,40,1.5,600,20,400,1,0.012,192,1,1913,detonated,424.76,0.0253,4,192,53,1.000,0.080,0.272,1
C4_resistance_angle,R1.5_A20_O229,229,25,40,1.5,600,20,400,1,0.012,192,1,1913,detonated,176.10,0.0253,3,192,53,0.168,0.013,0.084,1
C4_resistance_angle,R1.5_A20_O400,400,25,40,1.5,600,20,400,1,0.012,192,1,1913,stopped+det,0.00,0.0253,3,192,0,0.003,0.000,0.002,1
C4_resistance_angle,R1.5_A30_O100,100,25,40,1.5,600,30,400,1,0.012,192,1,1913,detonated,406.38,0.0253,4,192,71,1.000,0.063,0.277,1
C4_resistance_angle,R1.5_A30_O229,229,25,40,1.5,600,30,400,1,0.012,192,1,1913,detonated,54.99,0.0253,3,192,48,0.109,0.010,0.067,1
C4_resistance_angle,R1.5_A30_O400,400,25,40,1.5,600,30,400,1,0.012,192,1,1913,stopped+det,0.00,0.0253,3,192,0,0.003,0.000,0.002,1
C5_fragments,N16_B0.5_S1,0,25,40,1,600,0,400,0,0.012,16,0.5,1,detonated,600.00,0.0133,3,16,11,0.059,0.007,0.039,1
C5_fragments,N16_B0.5_S1913,0,25,40,1,600,0,400,0,0.012,16,0.5,1913,detonated,600.00,0.0133,3,16,11,0.059,0.007,0.039,1
C5_fragments,N16_B0.5_S42,0,25,40,1,600,0,400,0,0.012,16,0.5,42,detonated,600.00,0.0133,3,16,12,0.059,0.007,0.039,1
C5_fragments,N16_B0.5_S7,0,25,40,1,600,0,400,0,0.012,16,0.5,7,detonated,600.00,0.0133,3,16,12,0.059,0.007,0.052,1
C5_fragments,N16_B1_S1,0,25,40,1,600,0,400,0,0.012,16,1,1,detonated,600.00,0.0133,3,16,11,0.118,0.015,0.078,1
C5_fragments,N16_B1_S1913,0,25,40,1,600,0,400,0,0.012,16,1,1913,detonated,600.00,0.0133,3,16,11,0.118,0.015,0.078,1
C5_fragments,N16_B1_S42,0,25,40,1,600,0,400,0,0.012,16,1,42,detonated,600.00,0.0133,3,16,12,0.118,0.015,0.078,1
C5_fragments,N16_B1_S7,0,25,40,1,600,0,400,0,0.012,16,1,7,detonated,600.00,0.0133,3,16,12,0.118,0.015,0.091,1
C5_fragments,N16_B2_S1,0,25,40,1,600,0,400,0,0.012,16,2,1,detonated,600.00,0.0133,3,16,11,0.235,0.030,0.157,1
C5_fragments,N16_B2_S1913,0,25,40,1,600,0,400,0,0.012,16,2,1913,detonated,600.00,0.0133,3,16,11,0.235,0.030,0.157,1
C5_fragments,N16_B2_S42,0,25,40,1,600,0,400,0,0.012,16,2,42,detonated,600.00,0.0133,3,16,12,0.235,0.030,0.157,1
C5_fragments,N16_B2_S7,0,25,40,1,600,0,400,0,0.012,16,2,7,detonated,600.00,0.0133,3,16,12,0.235,0.030,0.169,1
C5_fragments,N32_B0.5_S1,0,25,40,1,600,0,400,0,0.012,32,0.5,1,detonated,600.00,0.0133,3,32,24,0.096,0.007,0.039,1
C5_fragments,N32_B0.5_S1913,0,25,40,1,600,0,400,0,0.012,32,0.5,1913,detonated,600.00,0.0133,3,32,24,0.094,0.007,0.039,1
C5_fragments,N32_B0.5_S42,0,25,40,1,600,0,400,0,0.012,32,0.5,42,detonated,600.00,0.0133,3,32,23,0.097,0.007,0.039,1
C5_fragments,N32_B0.5_S7,0,25,40,1,600,0,400,0,0.012,32,0.5,7,detonated,600.00,0.0133,3,32,24,0.095,0.007,0.039,1
C5_fragments,N32_B1_S1,0,25,40,1,600,0,400,0,0.012,32,1,1,detonated,600.00,0.0133,3,32,24,0.154,0.015,0.078,1
C5_fragments,N32_B1_S1913,0,25,40,1,600,0,400,0,0.012,32,1,1913,detonated,600.00,0.0133,3,32,24,0.153,0.015,0.078,1
C5_fragments,N32_B1_S42,0,25,40,1,600,0,400,0,0.012,32,1,42,detonated,600.00,0.0133,3,32,23,0.155,0.015,0.078,1
C5_fragments,N32_B1_S7,0,25,40,1,600,0,400,0,0.012,32,1,7,detonated,600.00,0.0133,3,32,24,0.154,0.015,0.078,1
C5_fragments,N32_B2_S1,0,25,40,1,600,0,400,0,0.012,32,2,1,detonated,600.00,0.0133,3,32,24,0.272,0.030,0.157,1
C5_fragments,N32_B2_S1913,0,25,40,1,600,0,400,0,0.012,32,2,1913,detonated,600.00,0.0133,3,32,24,0.271,0.030,0.157,1
C5_fragments,N32_B2_S42,0,25,40,1,600,0,400,0,0.012,32,2,42,detonated,600.00,0.0133,3,32,23,0.273,0.030,0.157,1
C5_fragments,N32_B2_S7,0,25,40,1,600,0,400,0,0.012,32,2,7,detonated,600.00,0.0133,3,32,24,0.272,0.030,0.157,1
C5_fragments,N64_B0.5_S1,0,25,40,1,600,0,400,0,0.012,64,0.5,1,detonated,600.00,0.0133,3,64,47,0.094,0.007,0.039,1
C5_fragments,N64_B0.5_S1913,0,25,40,1,600,0,400,0,0.012,64,0.5,1913,detonated,600.00,0.0133,3,64,47,0.079,0.007,0.039,1
C5_fragments,N64_B0.5_S42,0,25,40,1,600,0,400,0,0.012,64,0.5,42,detonated,600.00,0.0133,3,64,48,0.079,0.007,0.039,1
C5_fragments,N64_B0.5_S7,0,25,40,1,600,0,400,0,0.012,64,0.5,7,detonated,600.00,0.0133,3,64,46,0.094,0.007,0.039,1
C5_fragments,N64_B1_S1,0,25,40,1,600,0,400,0,0.012,64,1,1,detonated,600.00,0.0133,3,64,47,0.153,0.015,0.078,1
C5_fragments,N64_B1_S1913,0,25,40,1,600,0,400,0,0.012,64,1,1913,detonated,600.00,0.0133,3,64,47,0.138,0.015,0.078,1
C5_fragments,N64_B1_S42,0,25,40,1,600,0,400,0,0.012,64,1,42,detonated,600.00,0.0133,3,64,48,0.138,0.015,0.078,1
C5_fragments,N64_B1_S7,0,25,40,1,600,0,400,0,0.012,64,1,7,detonated,600.00,0.0133,3,64,46,0.153,0.015,0.078,1
C5_fragments,N64_B2_S1,0,25,40,1,600,0,400,0,0.012,64,2,1,detonated,600.00,0.0133,3,64,47,0.271,0.030,0.157,1
C5_fragments,N64_B2_S1913,0,25,40,1,600,0,400,0,0.012,64,2,1913,detonated,600.00,0.0133,3,64,47,0.256,0.030,0.157,1
C5_fragments,N64_B2_S42,0,25,40,1,600,0,400,0,0.012,64,2,42,detonated,600.00,0.0133,3,64,48,0.256,0.030,0.157,1
C5_fragments,N64_B2_S7,0,25,40,1,600,0,400,0,0.012,64,2,7,detonated,600.00,0.0133,3,64,46,0.271,0.030,0.157,1
C5_fragments,N128_B0.5_S1,0,25,40,1,600,0,400,0,0.012,128,0.5,1,detonated,600.00,0.0133,3,128,93,0.092,0.007,0.039,1
C5_fragments,N128_B0.5_S1913,0,25,40,1,600,0,400,0,0.012,128,0.5,1913,detonated,600.00,0.0133,3,128,94,0.085,0.007,0.039,1
C5_fragments,N128_B0.5_S42,0,25,40,1,600,0,400,0,0.012,128,0.5,42,detonated,600.00,0.0133,3,128,95,0.100,0.007,0.039,1
C5_fragments,N128_B0.5_S7,0,25,40,1,600,0,400,0,0.012,128,0.5,7,detonated,600.00,0.0133,3,128,92,0.099,0.007,0.039,1
C5_fragments,N128_B1_S1,0,25,40,1,600,0,400,0,0.012,128,1,1,detonated,600.00,0.0133,3,128,93,0.151,0.015,0.078,1
C5_fragments,N128_B1_S1913,0,25,40,1,600,0,400,0,0.012,128,1,1913,detonated,600.00,0.0133,3,128,94,0.144,0.015,0.078,1
C5_fragments,N128_B1_S42,0,25,40,1,600,0,400,0,0.012,128,1,42,detonated,600.00,0.0133,3,128,95,0.159,0.015,0.078,1
C5_fragments,N128_B1_S7,0,25,40,1,600,0,400,0,0.012,128,1,7,detonated,600.00,0.0133,3,128,92,0.158,0.015,0.078,1
C5_fragments,N128_B2_S1,0,25,40,1,600,0,400,0,0.012,128,2,1,detonated,600.00,0.0133,3,128,93,0.268,0.030,0.157,1
C5_fragments,N128_B2_S1913,0,25,40,1,600,0,400,0,0.012,128,2,1913,detonated,600.00,0.0133,3,128,94,0.262,0.030,0.157,1
C5_fragments,N128_B2_S42,0,25,40,1,600,0,400,0,0.012,128,2,42,detonated,600.00,0.0133,3,128,95,0.277,0.030,0.157,1
C5_fragments,N128_B2_S7,0,25,40,1,600,0,400,0,0.012,128,2,7,detonated,600.00,0.0133,3,128,92,0.276,0.030,0.157,1
C5_fragments,N192_B0.5_S1,0,25,40,1,600,0,400,0,0.012,192,0.5,1,detonated,600.00,0.0133,3,192,141,0.093,0.007,0.039,1
C5_fragments,N192_B0.5_S1913,0,25,40,1,600,0,400,0,0.012,192,0.5,1913,detonated,600.00,0.0133,3,192,145,0.083,0.007,0.040,1
C5_fragments,N192_B0.5_S42,0,25,40,1,600,0,400,0,0.012,192,0.5,42,detonated,600.00,0.0133,3,192,144,0.099,0.007,0.039,1
C5_fragments,N192_B0.5_S7,0,25,40,1,600,0,400,0,0.012,192,0.5,7,detonated,600.00,0.0133,3,192,140,0.099,0.007,0.039,1
C5_fragments,N192_B1_S1,0,25,40,1,600,0,400,0,0.012,192,1,1,detonated,600.00,0.0133,3,192,141,0.152,0.015,0.078,1
C5_fragments,N192_B1_S1913,0,25,40,1,600,0,400,0,0.012,192,1,1913,detonated,600.00,0.0133,3,192,145,0.142,0.015,0.079,1
C5_fragments,N192_B1_S42,0,25,40,1,600,0,400,0,0.012,192,1,42,detonated,600.00,0.0133,3,192,144,0.158,0.015,0.078,1
C5_fragments,N192_B1_S7,0,25,40,1,600,0,400,0,0.012,192,1,7,detonated,600.00,0.0133,3,192,140,0.158,0.015,0.078,1
C5_fragments,N192_B2_S1,0,25,40,1,600,0,400,0,0.012,192,2,1,detonated,600.00,0.0133,3,192,141,0.270,0.030,0.157,1
C5_fragments,N192_B2_S1913,0,25,40,1,600,0,400,0,0.012,192,2,1913,detonated,600.00,0.0133,3,192,145,0.259,0.030,0.157,1
C5_fragments,N192_B2_S42,0,25,40,1,600,0,400,0,0.012,192,2,42,detonated,600.00,0.0133,3,192,144,0.275,0.030,0.157,1
C5_fragments,N192_B2_S7,0,25,40,1,600,0,400,0,0.012,192,2,7,detonated,600.00,0.0133,3,192,140,0.275,0.030,0.157,1
C5_fragments,N512_B0.5_S1,0,25,40,1,600,0,400,0,0.012,512,0.5,1,detonated,600.00,0.0133,3,512,379,0.092,0.007,0.039,1
C5_fragments,N512_B0.5_S1913,0,25,40,1,600,0,400,0,0.012,512,0.5,1913,detonated,600.00,0.0133,3,512,382,0.096,0.007,0.039,1
C5_fragments,N512_B0.5_S42,0,25,40,1,600,0,400,0,0.012,512,0.5,42,detonated,600.00,0.0133,3,512,380,0.091,0.007,0.039,1
C5_fragments,N512_B0.5_S7,0,25,40,1,600,0,400,0,0.012,512,0.5,7,detonated,600.00,0.0133,3,512,380,0.089,0.007,0.039,1
C5_fragments,N512_B1_S1,0,25,40,1,600,0,400,0,0.012,512,1,1,detonated,600.00,0.0133,3,512,379,0.151,0.015,0.078,1
C5_fragments,N512_B1_S1913,0,25,40,1,600,0,400,0,0.012,512,1,1913,detonated,600.00,0.0133,3,512,382,0.154,0.015,0.078,1
C5_fragments,N512_B1_S42,0,25,40,1,600,0,400,0,0.012,512,1,42,detonated,600.00,0.0133,3,512,380,0.150,0.015,0.078,1
C5_fragments,N512_B1_S7,0,25,40,1,600,0,400,0,0.012,512,1,7,detonated,600.00,0.0133,3,512,380,0.148,0.015,0.079,1
C5_fragments,N512_B2_S1,0,25,40,1,600,0,400,0,0.012,512,2,1,detonated,600.00,0.0133,3,512,379,0.268,0.030,0.157,1
C5_fragments,N512_B2_S1913,0,25,40,1,600,0,400,0,0.012,512,2,1913,detonated,600.00,0.0133,3,512,382,0.272,0.030,0.157,1
C5_fragments,N512_B2_S42,0,25,40,1,600,0,400,0,0.012,512,2,42,detonated,600.00,0.0133,3,512,380,0.267,0.030,0.157,1
C5_fragments,N512_B2_S7,0,25,40,1,600,0,400,0,0.012,512,2,7,detonated,600.00,0.0133,3,512,380,0.266,0.030,0.157,1
C6_seed_stability,seed0,180,25,40,1,600,0,400,1,0.012,192,1,0,detonated,418.93,0.0253,5,192,0,1.000,0.128,0.346,1
C6_seed_stability,seed1,180,25,40,1,600,0,400,1,0.012,192,1,1,detonated,418.93,0.0253,5,192,0,1.000,0.128,0.346,1
C6_seed_stability,seed2,180,25,40,1,600,0,400,1,0.012,192,1,2,detonated,418.93,0.0253,5,192,0,1.000,0.128,0.346,1
C6_seed_stability,seed3,180,25,40,1,600,0,400,1,0.012,192,1,3,detonated,418.93,0.0253,5,192,0,1.000,0.128,0.346,1
C6_seed_stability,seed4,180,25,40,1,600,0,400,1,0.012,192,1,4,detonated,418.93,0.0253,5,192,0,1.000,0.128,0.346,1
C6_seed_stability,seed5,180,25,40,1,600,0,400,1,0.012,192,1,5,detonated,418.93,0.0253,5,192,0,1.000,0.128,0.346,1
C6_seed_stability,seed6,180,25,40,1,600,0,400,1,0.012,192,1,6,detonated,418.93,0.0253,5,192,0,1.000,0.128,0.346,1
C6_seed_stability,seed7,180,25,40,1,600,0,400,1,0.012,192,1,7,detonated,418.93,0.0253,5,192,0,1.000,0.128,0.346,1
C6_seed_stability,seed8,180,25,40,1,600,0,400,1,0.012,192,1,8,detonated,418.93,0.0253,5,192,0,1.000,0.128,0.346,1
C6_seed_stability,seed9,180,25,40,1,600,0,400,1,0.012,192,1,9,detonated,418.93,0.0253,5,192,0,1.000,0.128,0.346,1
C6_seed_stability,seed10,180,25,40,1,600,0,400,1,0.012,192,1,10,detonated,418.93,0.0253,5,192,0,1.000,0.128,0.346,1
C6_seed_stability,seed11,180,25,40,1,600,0,400,1,0.012,192,1,11,detonated,418.93,0.0253,5,192,0,1.000,0.128,0.346,1
C6_seed_stability,seed12,180,25,40,1,600,0,400,1,0.012,192,1,12,detonated,418.93,0.0253,5,192,0,1.000,0.128,0.346,1
C6_seed_stability,seed13,180,25,40,1,600,0,400,1,0.012,192,1,13,detonated,418.93,0.0253,5,192,0,1.000,0.128,0.346,1
C6_seed_stability,seed14,180,25,40,1,600,0,400,1,0.012,192,1,14,detonated,418.93,0.0253,5,192,0,1.000,0.128,0.346,1
C6_seed_stability,seed15,180,25,40,1,600,0,400,1,0.012,192,1,15,detonated,418.93,0.0253,5,192,0,1.000,0.128,0.346,1
C6_seed_stability,seed16,180,25,40,1,600,0,400,1,0.012,192,1,16,detonated,418.93,0.0253,5,192,0,1.000,0.128,0.346,1
C6_seed_stability,seed17,180,25,40,1,600,0,400,1,0.012,192,1,17,detonated,418.93,0.0253,5,192,0,1.000,0.128,0.346,1
C6_seed_stability,seed18,180,25,40,1,600,0,400,1,0.012,192,1,18,detonated,418.93,0.0253,5,192,0,1.000,0.128,0.346,1
C6_seed_stability,seed19,180,25,40,1,600,0,400,1,0.012,192,1,19,detonated,418.93,0.0253,5,192,0,1.000,0.128,0.346,1
C6_seed_stability,seed20,180,25,40,1,600,0,400,1,0.012,192,1,20,detonated,418.93,0.0253,5,192,0,1.000,0.128,0.346,1
C6_seed_stability,seed21,180,25,40,1,600,0,400,1,0.012,192,1,21,detonated,418.93,0.0253,5,192,0,1.000,0.128,0.346,1
C6_seed_stability,seed22,180,25,40,1,600,0,400,1,0.012,192,1,22,detonated,418.93,0.0253,5,192,0,1.000,0.128,0.346,1
C6_seed_stability,seed23,180,25,40,1,600,0,400,1,0.012,192,1,23,detonated,418.93,0.0253,5,192,0,1.000,0.128,0.346,1
